X	Percentil5	Percentil10	Percentil25	Percentil50	Percentil75	Percentil90	Percentil95
2020.214	49.64	10.34	12.88	14.00	11.95	10.18	5.55
2020.216	49.64	10.32	12.86	14.04	11.95	10.16	5.58
2020.219	49.65	10.34	12.79	14.09	11.95	10.12	5.61
2020.222	49.65	10.35	12.78	14.07	11.95	10.12	5.61
2020.225	49.66	10.37	12.83	14.00	11.95	10.13	5.61
2020.227	49.66	10.39	12.83	13.98	11.95	10.13	5.60
2020.230	49.67	10.39	12.87	13.94	11.95	10.13	5.60
2020.233	49.67	10.39	12.87	13.93	11.95	10.13	5.60
2020.236	49.67	10.39	12.84	13.97	11.95	10.13	5.60
2020.238	49.67	10.37	12.84	13.99	11.95	10.13	5.60
2020.241	49.67	10.35	12.84	14.00	11.95	10.13	5.60
2020.244	49.67	10.34	12.84	14.02	11.95	10.13	5.60
2020.247	49.67	10.32	12.85	14.00	11.98	10.09	5.63
2020.249	49.67	10.29	12.86	14.02	11.99	9.98	5.74
2020.252	49.67	10.28	12.85	14.03	12.02	9.96	5.74
2020.255	49.67	10.25	12.87	14.03	12.03	9.96	5.74
2020.258	49.67	10.22	12.90	14.00	12.05	9.97	5.74
2020.260	49.67	10.18	12.95	13.99	12.02	9.99	5.74
2020.263	49.67	10.17	12.99	13.96	12.02	9.99	5.74
2020.266	49.67	10.22	12.96	13.95	12.01	9.99	5.74
2020.268	49.65	10.25	12.96	13.93	12.00	10.00	5.75
2020.271	49.62	10.27	12.96	13.92	12.02	10.00	5.76
2020.274	49.61	10.29	12.95	13.90	12.06	10.00	5.76
2020.277	49.60	10.30	12.90	13.96	12.03	10.00	5.76
2020.279	49.54	10.37	12.88	13.98	12.02	10.02	5.77
2020.282	49.52	10.40	12.84	14.01	12.02	10.01	5.77
2020.285	49.53	10.39	12.80	14.04	12.02	10.00	5.80
2020.288	49.54	10.37	12.80	14.05	12.00	10.01	5.82
2020.290	49.55	10.36	12.80	14.05	11.99	10.02	5.83
2020.293	49.57	10.34	12.79	14.07	11.97	10.02	5.84
2020.296	49.64	10.25	12.76	14.11	11.96	10.02	5.84
2020.299	49.72	10.19	12.73	14.14	11.96	10.01	5.86
2020.301	49.79	10.13	12.70	14.14	11.96	10.01	5.86
2020.304	49.87	10.07	12.69	14.14	11.96	10.01	5.84
2020.307	49.94	10.01	12.69	14.13	11.96	10.01	5.83
2020.310	50.03	9.94	12.68	14.12	11.96	10.01	5.82
2020.312	50.09	9.89	12.66	14.12	11.96	10.01	5.81
2020.315	50.13	9.83	12.68	14.13	11.96	10.01	5.79
2020.318	50.13	9.82	12.69	14.13	11.96	10.01	5.78
2020.321	50.12	9.84	12.67	14.13	11.99	9.98	5.75
2020.323	50.12	9.85	12.66	14.13	12.02	9.96	5.74
2020.326	50.11	9.85	12.66	14.13	12.03	9.96	5.73
2020.329	50.10	9.90	12.61	14.14	12.04	9.96	5.72
2020.332	50.10	9.89	12.61	14.14	12.04	9.96	5.72
2020.334	50.09	9.88	12.61	14.15	12.04	9.96	5.71
2020.337	50.09	9.88	12.61	14.16	12.05	9.96	5.69
2020.340	50.11	9.85	12.60	14.16	12.06	9.96	5.68
2020.342	50.14	9.82	12.60	14.16	12.07	9.96	5.67
2020.345	50.18	9.75	12.62	14.15	12.08	9.96	5.66
2020.348	50.21	9.72	12.62	14.14	12.08	9.96	5.65
2020.351	50.23	9.65	12.68	14.14	12.09	9.96	5.64
2020.353	50.24	9.60	12.72	14.14	12.09	9.96	5.62
2020.356	50.24	9.58	12.73	14.13	12.10	9.97	5.59
2020.359	50.25	9.55	12.75	14.13	12.10	10.01	5.54
2020.362	50.27	9.53	12.77	14.12	12.11	10.00	5.51
2020.364	50.31	9.47	12.80	14.09	12.13	10.01	5.50
2020.367	50.35	9.42	12.84	14.05	12.15	10.04	5.46
2020.370	50.38	9.38	12.87	14.03	12.15	10.09	5.41
2020.373	50.41	9.33	12.90	14.03	12.15	10.12	5.37
2020.375	50.44	9.28	12.91	14.03	12.16	10.11	5.37
2020.378	50.46	9.27	12.86	14.08	12.17	10.10	5.36
2020.381	50.47	9.26	12.89	14.05	12.18	10.11	5.35
2020.384	50.48	9.25	12.89	14.05	12.18	10.12	5.34
2020.386	50.49	9.24	12.89	14.05	12.18	10.13	5.33
2020.389	50.50	9.23	12.91	14.05	12.16	10.15	5.30
2020.392	50.50	9.23	12.90	14.04	12.18	10.16	5.29
2020.395	50.50	9.23	12.90	14.04	12.18	10.17	5.28
2020.397	50.50	9.23	12.92	14.02	12.18	10.22	5.22
2020.400	50.50	9.23	12.92	14.02	12.16	10.28	5.18
2020.403	50.50	9.23	12.92	14.02	12.15	10.33	5.14
2020.405	50.50	9.23	12.91	14.00	12.21	10.32	5.12
2020.408	50.50	9.23	12.91	13.97	12.24	10.33	5.11
2020.411	50.50	9.23	12.90	13.97	12.24	10.35	5.09
2020.414	50.50	9.25	12.89	13.97	12.25	10.36	5.08
2020.416	50.50	9.26	12.87	13.97	12.24	10.37	5.07
2020.419	50.50	9.28	12.85	13.98	12.22	10.40	5.06
2020.422	50.50	9.25	12.86	13.99	12.21	10.43	5.04
2020.425	50.50	9.24	12.87	14.00	12.21	10.50	4.97
2020.427	50.50	9.22	12.88	14.01	12.20	10.51	4.96
2020.430	50.50	9.20	12.87	14.07	12.21	10.49	4.95
2020.433	50.50	9.09	12.97	14.09	12.19	10.52	4.92
2020.436	50.50	9.07	12.99	14.10	12.18	10.53	4.91
2020.438	50.50	9.06	13.01	14.09	12.16	10.55	4.90
2020.441	50.50	9.07	12.98	14.12	12.15	10.55	4.91
2020.444	50.50	9.07	12.99	14.10	12.16	10.53	4.93
2020.447	50.50	9.06	12.99	14.08	12.18	10.48	4.95
2020.449	50.50	9.06	12.96	14.08	12.21	10.47	4.94
2020.452	50.50	9.06	12.95	14.06	12.25	10.45	4.94
2020.455	50.50	9.05	12.96	14.04	12.27	10.43	4.94
2020.458	50.50	9.03	12.98	14.03	12.28	10.41	4.94
2020.460	50.50	8.97	13.04	14.02	12.29	10.41	4.93
2020.463	50.50	8.95	13.05	14.03	12.28	10.41	4.91
2020.466	50.50	8.94	13.07	14.04	12.27	10.40	4.91
2020.468	50.50	8.94	13.09	14.04	12.25	10.40	4.92
2020.471	50.50	8.94	13.10	14.04	12.23	10.39	4.91
2020.474	50.50	8.95	13.08	14.07	12.22	10.38	4.92
2020.477	50.37	9.08	13.06	14.08	12.22	10.39	4.92
2020.479	50.30	9.15	13.07	14.08	12.21	10.38	4.92
2020.482	50.30	9.15	13.07	14.08	12.21	10.38	4.92
2020.485	50.29	9.16	13.07	14.08	12.21	10.38	4.92
2020.488	50.28	9.16	13.07	14.08	12.21	10.37	4.93
2020.490	50.27	9.17	13.08	14.09	12.21	10.37	4.93
2020.493	50.22	9.14	13.15	14.09	12.21	10.36	4.94
2020.496	50.21	9.10	13.17	14.12	12.21	10.34	4.95
2020.499	50.20	9.08	13.17	14.17	12.21	10.31	4.97
2020.501	50.20	9.07	13.18	14.17	12.20	10.30	4.98
2020.504	50.19	9.05	13.21	14.18	12.18	10.27	5.00
2020.507	50.19	9.04	13.22	14.20	12.16	10.25	5.01
2020.510	50.18	9.04	13.23	14.21	12.15	10.22	5.03
2020.512	50.18	8.99	13.29	14.20	12.14	10.18	5.07
2020.515	50.17	8.88	13.45	14.16	12.14	10.15	5.09
2020.518	50.17	8.86	13.50	14.14	12.12	10.13	5.12
2020.521	50.16	8.85	13.53	14.12	12.12	10.12	5.13
2020.523	50.16	8.85	13.57	14.10	12.12	10.10	5.14
2020.526	50.15	8.85	13.60	14.07	12.12	10.09	5.15
2020.529	50.14	8.85	13.64	14.05	12.12	10.07	5.16
2020.532	50.14	8.82	13.68	14.04	12.14	10.05	5.17
2020.534	50.13	8.78	13.73	14.03	12.14	10.04	5.18
2020.537	50.13	8.79	13.70	14.05	12.14	10.03	5.19
2020.540	50.12	8.79	13.69	14.06	12.13	10.03	5.20
2020.542	50.11	8.80	13.71	14.04	12.11	10.04	5.20
2020.545	50.11	8.81	13.73	14.02	12.10	9.99	5.25
2020.548	50.10	8.83	13.74	14.01	12.07	9.98	5.27
2020.551	50.10	8.87	13.70	14.02	12.07	10.01	5.25
2020.553	50.10	8.91	13.63	14.05	12.05	10.04	5.23
2020.556	50.09	8.91	13.61	14.10	12.03	10.05	5.22
2020.559	50.08	8.91	13.59	14.13	12.02	10.01	5.26
2020.562	50.08	8.90	13.59	14.15	12.02	10.00	5.26
2020.564	50.07	8.92	13.59	14.14	12.01	10.00	5.26
2020.567	50.07	8.94	13.60	14.13	12.01	10.00	5.25
2020.570	50.03	9.06	13.48	14.16	11.98	10.03	5.25
2020.573	50.00	9.10	13.45	14.18	11.98	10.03	5.25
2020.575	49.94	9.17	13.44	14.17	11.99	10.03	5.25
2020.578	49.81	9.31	13.43	14.18	11.98	10.03	5.25
2020.581	49.74	9.37	13.43	14.20	11.96	10.03	5.24
2020.584	49.61	9.39	13.49	14.24	11.97	10.04	5.23
2020.586	49.60	9.41	13.49	14.23	11.98	10.05	5.22
2020.589	49.60	9.41	13.49	14.24	11.97	10.05	5.21
2020.592	49.60	9.41	13.49	14.23	11.98	10.07	5.19
2020.595	49.59	9.41	13.49	14.23	11.98	10.08	5.19
2020.597	49.59	9.41	13.49	14.24	11.97	10.08	5.18
2020.600	49.59	9.41	13.45	14.29	11.94	10.11	5.17
2020.603	49.59	9.40	13.46	14.30	11.89	10.15	5.17
2020.605	49.59	9.39	13.46	14.34	11.89	10.13	5.17
2020.608	49.58	9.38	13.42	14.39	11.88	10.08	5.22
2020.611	49.64	9.32	13.35	14.48	11.86	10.08	5.21
2020.614	49.74	9.27	13.27	14.51	11.85	10.09	5.20
2020.616	49.79	9.21	13.27	14.54	11.84	10.10	5.20
2020.619	49.88	9.11	13.27	14.54	11.83	10.11	5.20
2020.622	49.89	9.09	13.28	14.54	11.82	10.11	5.20
2020.625	49.90	9.04	13.36	14.50	11.83	10.11	5.21
2020.627	49.93	8.97	13.41	14.48	11.83	10.11	5.21
2020.630	49.96	8.94	13.44	14.45	11.84	10.11	5.22
2020.633	50.02	8.86	13.46	14.44	11.84	10.12	5.23
2020.636	50.06	8.82	13.48	14.42	11.85	10.12	5.22
2020.638	50.09	8.78	13.49	14.41	11.87	10.11	5.22
2020.641	50.12	8.74	13.51	14.40	11.86	10.11	5.22
